Pn	Ps	Dn	Ds	skipped_codons	NI	alpha	pvalue	file
0	1	77	63	50	0.0	1.0		11237at7088.fasta
0	7	18	311	5	0.0	1.0		3065at7088.fasta
0	0	100	91	11				13255at7088.fasta
1	0	222	78	104				8385at7088.fasta
11	8	140	302	11	2.966071428571429	-1.966071428571429	0.023650965018019332	2995at7088.fasta
0	1	165	207	27	0.0	1.0		3749at7088.fasta
0	1	17	98	2	0.0	1.0		12173at7088.fasta
1	2	230	275	86	0.5978260869565217	0.40217391304347827	1.0	2802at7088.fasta
0	0	61	141	7				8050at7088.fasta
0	2	62	87	56	0.0	1.0		9144at7088.fasta
0	1	25	118	335	0.0	1.0		3254at7088.fasta
1	7	128	197	65	0.21986607142857142	0.7801339285714286	0.15776838435813814	4013at7088.fasta
5	0	621	396	636				3137at7088.fasta
0	3	44	120	0	0.0	1.0		9188at7088.fasta
0	0	184	160	136				4956at7088.fasta
7	5	73	214	44	4.104109589041096	-3.104109589041096	0.0186332253388532	4500at7088.fasta
1	0	767	256	268				3551at7088.fasta
0	0	146	194	58				6602at7088.fasta
0	0	74	105	2				11225at7088.fasta
1	14	89	353	30	0.28330658105939	0.71669341894061	0.3225924171841205	2136at7088.fasta
0	0	104	268	75				3925at7088.fasta
1	9	219	219	20	0.1111111111111111	0.8888888888888888	0.02031805013021225	5541at7088.fasta
0	1	52	305	5	0.0	1.0		3326at7088.fasta
0	6	328	541	234	0.0	1.0		849at7088.fasta
4	6	227	207	58	0.6079295154185022	0.39207048458149785	0.5307408898474726	4923at7088.fasta
3	6	437	552	153	0.6315789473684211	0.36842105263157887	0.7386960649340673	445at7088.fasta
0	4	39	217	18	0.0	1.0		4685at7088.fasta
0	0	167	214	62				4400at7088.fasta
0	1	38	394	2	0.0	1.0		993at7088.fasta
1	9	295	279	25	0.10508474576271185	0.8949152542372881	0.010149210102425097	1568at7088.fasta
2	4	1163	681	534	0.2927773000859845	0.7072226999140154	0.2023719041767882	251at7088.fasta
0	0	19	88	28				11397at7088.fasta
0	0	75	199	55				5078at7088.fasta
0	0	45	117	17				8180at7088.fasta
0	0	232	258	90				5464at7088.fasta
0	0	150	94	84				5199at7088.fasta
0	0	76	115	33				12861at7088.fasta
1	5	64	222	31	0.6937500000000001	0.3062499999999999	1.0	3821at7088.fasta
0	0	289	205	303				2248at7088.fasta
7	16	112	186	2	0.7265625	0.2734375	0.6549472956921389	10225at7088.fasta
2	8	230	370	22	0.40217391304347827	0.5978260869565217	0.33228144151264666	2174at7088.fasta
0	0	78	189	35				7298at7088.fasta
2	22	196	588	54	0.27272727272727276	0.7272727272727273	0.08805165481923681	589at7088.fasta
0	0	78	101	55				9432at7088.fasta
91	75	1046	978	1614	1.1344550669216062	-0.13445506692160625	0.467449123267397	59at7088.fasta
0	0	83	197	3				3864at7088.fasta
0	7	119	461	15	0.0	1.0		1220at7088.fasta
0	2	50	164	12	0.0	1.0		7475at7088.fasta
0	0	197	111	175				11184at7088.fasta
0	0	135	72	7				12017at7088.fasta
0	0	35	107	2				11817at7088.fasta
2	15	241	623	58	0.3446749654218534	0.6553250345781466	0.17678807723367068	929at7088.fasta
18	8	298	285	108	2.1518456375838926	-1.1518456375838926	0.07469134522853248	3381at7088.fasta
0	0	291	111	26				5952at7088.fasta
0	1	111	234	19	0.0	1.0		4483at7088.fasta
0	12	170	420	38	0.0	1.0		1543at7088.fasta
2	6	202	363	35	0.599009900990099	0.400990099009901	0.7181240039540634	1922at7088.fasta
0	17	61	454	21	0.0	1.0		1178at7088.fasta
9	15	481	398	95	0.49646569646569644	0.5035343035343036	0.1012219637686268	1182at7088.fasta
4	6	194	84	17	0.288659793814433	0.7113402061855669	0.07589778331075421	11681at7088.fasta
1	15	205	326	79	0.10601626016260161	0.8939837398373984	0.007420779850561337	2211at7088.fasta
0	0	19	67	1				13986at7088.fasta
0	0	51	103	315				7731at7088.fasta
6	0	50	29	80				12184at7088.fasta
2	1	165	177	49	2.1454545454545455	-1.1454545454545455	0.6122432766259761	4710at7088.fasta
1	11	133	157	133	0.10731373889268626	0.8926862611073137	0.014313587478729904	8763at7088.fasta
1	2	48	168	25	1.75	-0.75	0.534108737690895	5625at7088.fasta
0	2	56	115	1	0.0	1.0		8789at7088.fasta
20	16	134	250	377	2.3320895522388057	-1.3320895522388057	0.018183029591587727	1670at7088.fasta
2	3	520	412	116	0.5282051282051281	0.4717948717948719	0.6599800201450953	1113at7088.fasta
31	15	988	493	882	1.031241565452092	-0.03124156545209189	1.0	303at7088.fasta
0	0	140	124	13				5056at7088.fasta
1	0	139	128	62				9319at7088.fasta
2	16	408	497	258	0.15226715686274508	0.8477328431372549	0.003446064280398138	1514at7088.fasta
4	1	54	58	185	4.296296296296297	-3.2962962962962967	0.20662779570051598	9874at7088.fasta
10	10	289	276	37	0.9550173010380623	0.04498269896193774	1.0	2028at7088.fasta
2	12	218	239	53	0.18272171253822628	0.8172782874617737	0.014216279748533733	4108at7088.fasta
1	0	607	334	23				1078at7088.fasta
0	0	239	154	108				8365at7088.fasta
0	0	77	291	36				3253at7088.fasta
14	13	111	179	336	1.7366597366597367	-0.7366597366597367	0.2163375362122442	5333at7088.fasta
46	11	629	407	3204	2.7058823529411766	-1.7058823529411766	0.001991394156761508	28at7088.fasta
0	0	38	97	10				13961at7088.fasta
1	36	207	948	222	0.12721417069243154	0.8727858293075684	0.013410846376244318	158at7088.fasta
4	4	58	96	12	1.6551724137931036	-0.6551724137931036	0.4831658287858549	10626at7088.fasta
0	0	161	126	186				10812at7088.fasta
0	0	119	164	16				5919at7088.fasta
3	13	145	279	72	0.4440318302387268	0.5559681697612733	0.282836626664857	3276at7088.fasta
0	1	68	110	9	0.0	1.0		8487at7088.fasta
0	0	81	140	166				6013at7088.fasta
0	6	69	250	65	0.0	1.0		3273at7088.fasta
0	4	30	270	38	0.0	1.0		4223at7088.fasta
0	2	176	307	34	0.0	1.0		3094at7088.fasta
0	3	11	160	63	0.0	1.0		6226at7088.fasta
21	27	321	271	91	0.6566285912080305	0.3433714087919695	0.17747978409712606	4402at7088.fasta
2	3	67	118	80	1.1741293532338306	-0.1741293532338306	1.0	10013at7088.fasta
2	6	108	165	3	0.5092592592592592	0.4907407407407408	0.4879738266162946	6783at7088.fasta
3	3	50	144	13	2.88	-1.88	0.1909672961021072	8183at7088.fasta
8	5	128	235	157	2.9375	-1.9375	0.07536100703005554	3443at7088.fasta
0	0	45	126	69				7642at7088.fasta
15	14	325	728	132	2.4	-1.4	0.024234841886763572	392at7088.fasta
0	0	51	115	2				8324at7088.fasta
6	10	99	256	104	1.5515151515151515	-0.5515151515151515	0.4036341791766279	4605at7088.fasta
2	0	116	220	25				5301at7088.fasta
2	2	345	286	83	0.8289855072463769	0.17101449275362313	1.0	2738at7088.fasta
4	8	231	531	44	1.1493506493506493	-0.14935064935064934	0.7614788162815582	1154at7088.fasta
0	0	54	318	3				2279at7088.fasta
3	4	400	179	75	0.335625	0.6643749999999999	0.21274835794503347	4689at7088.fasta
0	0	47	67	18				11546at7088.fasta
11	34	164	465	647	0.9173242467718796	0.08267575322812037	1.0	845at7088.fasta
0	0	44	349	2				1281at7088.fasta
0	0	24	59	41				13447at7088.fasta
0	1	119	106	3	0.0	1.0		9911at7088.fasta
0	0	24	64	1				14070at7088.fasta
1	2	60	70	26	0.5833333333333334	0.41666666666666663	1.0	14032at7088.fasta
0	1	75	88	5	0.0	1.0		12154at7088.fasta
0	1	41	85	0	0.0	1.0		11350at7088.fasta
1	9	85	393	25	0.5137254901960784	0.4862745098039216	1.0	1644at7088.fasta
4	9	208	255	97	0.5448717948717948	0.4551282051282052	0.4016760811525043	2236at7088.fasta
9	20	357	464	604	0.584873949579832	0.41512605042016804	0.25193621255305065	492at7088.fasta
5	7	133	168	13	0.9022556390977444	0.09774436090225558	1.0	6116at7088.fasta
1	2	114	71	11	0.3114035087719298	0.6885964912280702	0.5609293508381077	11930at7088.fasta
0	0	33	124	203				9216at7088.fasta
3	0	78	53	53				12274at7088.fasta
1	1	35	104	3	2.971428571428571	-1.971428571428571	0.44680851063829796	13761at7088.fasta
4	1	18	58	146	12.88888888888889	-11.88888888888889	0.017872383906139183	11479at7088.fasta
0	8	288	634	736	0.0	1.0		978at7088.fasta
1	7	94	293	99	0.4452887537993921	0.5547112462006079	0.6858813317621517	3673at7088.fasta
4	2	142	82	83	1.1549295774647887	-0.15492957746478875	1.0	11018at7088.fasta
0	0	131	343	17				1810at7088.fasta
0	0	60	59	171				10512at7088.fasta
0	1	43	95	22	0.0	1.0		11462at7088.fasta
1	21	196	340	51	0.0826044703595724	0.9173955296404276	0.0010518094126269382	2455at7088.fasta
5	4	48	168	7	4.375	-3.375	0.03539680565263212	8051at7088.fasta
1	1	85	164	16	1.9294117647058824	-0.9294117647058824	1.0	6294at7088.fasta
1	0	211	142	12				5676at7088.fasta
1	1	118	100	36	0.8474576271186441	0.15254237288135586	1.0	9680at7088.fasta
0	0	105	142	10				5299at7088.fasta
3	8	124	165	3	0.498991935483871	0.501008064516129	0.3658095292373622	6295at7088.fasta
2	2	115	136	60	1.182608695652174	-0.18260869565217397	1.0	15186at7088.fasta
5	2	65	113	2	4.346153846153846	-3.346153846153846	0.10628173850867428	10699at7088.fasta
1	2	79	347	603	2.1962025316455698	-1.1962025316455698	0.4624669034045471	1449at7088.fasta
6	3	313	652	8	4.166134185303514	-3.1661341853035143	0.06587163753530968	380at7088.fasta
1	2	120	230	45	0.9583333333333334	0.04166666666666663	1.0	5201at7088.fasta
4	5	79	125	10	1.2658227848101267	-0.26582278481012667	0.7385038502797298	8132at7088.fasta
0	0	77	107	31				8735at7088.fasta
0	0	141	525	24				499at7088.fasta
0	0	91	247	22				2966at7088.fasta
0	6	224	359	20	0.0	1.0		1729at7088.fasta
5	15	252	360	179	0.4761904761904762	0.5238095238095237	0.17075827770390437	2130at7088.fasta
0	0	24	46	3				14540at7088.fasta
0	2	39	66	8	0.0	1.0		13991at7088.fasta
7	1	276	431	220	10.931159420289855	-9.931159420289855	0.007666357702758147	865at7088.fasta
1	1	100	116	21	1.1600000000000001	-0.16000000000000014	1.0	12090at7088.fasta
0	0	124	81	190				7567at7088.fasta
1	0	145	139	23				8270at7088.fasta
0	0	46	117	27				9630at7088.fasta
0	0	68	112	9				9548at7088.fasta
0	0	299	203	147				3045at7088.fasta
1	2	102	65	17	0.31862745098039214	0.6813725490196079	0.5624894336432799	11378at7088.fasta
1	8	129	241	25	0.23352713178294573	0.7664728682170543	0.17358841145697954	4849at7088.fasta
1	12	190	700	266	0.30701754385964913	0.6929824561403508	0.32083270171322287	583at7088.fasta
0	0	110	381	9				1200at7088.fasta
2	10	39	144	7	0.7384615384615385	0.2615384615384615	1.0	7932at7088.fasta
7	17	214	111	49	0.21357888949972512	0.7864211105002749	0.0006371913053415791	6178at7088.fasta
3	7	103	108	47	0.449375866851595	0.550624133148405	0.33660012049315446	6573at7088.fasta
3	8	99	197	83	0.7462121212121213	0.2537878787878787	1.0	5690at7088.fasta
3	2	83	232	217	4.192771084337349	-3.192771084337349	0.12257960904157371	3912at7088.fasta
0	2	28	54	32	0.0	1.0		14011at7088.fasta
3	7	43	130	1	1.2956810631229236	-0.29568106312292364	0.7137791285760088	9519at7088.fasta
1	1	51	123	17	2.4117647058823533	-1.4117647058823533	0.5048051948051948	9515at7088.fasta
24	54	3985	5400	4156	0.6022584692597239	0.3977415307402761	0.03858992282352637	2at7088.fasta
2	2	146	181	28	1.2397260273972601	-0.23972602739726012	1.0	6247at7088.fasta
0	2	108	220	38	0.0	1.0		3998at7088.fasta
3	7	212	127	65	0.25673854447439354	0.7432614555256065	0.048717711991006524	5293at7088.fasta
1	0	47	128	0				8259at7088.fasta
1	1	115	341	15	2.965217391304348	-1.965217391304348	0.4428157816784994	2603at7088.fasta
2	3	310	417	96	0.8967741935483869	0.10322580645161306	1.0	614at7088.fasta
0	2	47	75	1	0.0	1.0		12895at7088.fasta
5	10	105	258	383	1.2285714285714286	-0.22857142857142865	0.7731387227946049	3287at7088.fasta
3	12	243	674	147	0.6934156378600823	0.3065843621399177	0.7705216395444973	353at7088.fasta
0	0	7	56	7				14247at7088.fasta
2	8	83	134	77	0.40361445783132527	0.5963855421686748	0.32772127064203904	8171at7088.fasta
17	7	161	118	60	1.779946761313221	-0.7799467613132209	0.2806301536496031	7435at7088.fasta
1	1	170	153	10	0.8999999999999999	0.10000000000000009	1.0	5776at7088.fasta
4	7	235	312	133	0.7586626139817629	0.24133738601823707	0.7652254262676959	3508at7088.fasta
0	0	67	83	102				10243at7088.fasta
6	5	92	131	10	1.7086956521739132	-0.7086956521739132	0.5332504267846416	11390at7088.fasta
10	9	241	474	1047	2.1853388658367914	-1.1853388658367914	0.09216867130604224	122at7088.fasta
1	7	212	286	74	0.192722371967655	0.807277628032345	0.14698889195275044	2335at7088.fasta
2	6	508	389	221	0.25524934383202097	0.7447506561679791	0.08541311289783544	2032at7088.fasta
1	0	34	47	5				14514at7088.fasta
1	6	51	154	44	0.5032679738562091	0.49673202614379086	1.0	8738at7088.fasta
3	6	104	136	13	0.6538461538461539	0.34615384615384615	0.7360421850117027	8103at7088.fasta
2	2	55	33	10	0.6	0.4	0.6334848997281826	14332at7088.fasta
0	0	9	69	1				14949at7088.fasta
5	12	136	124	48	0.37990196078431376	0.6200980392156863	0.08159132600412262	8703at7088.fasta
1	1	78	147	6	1.8846153846153846	-0.8846153846153846	1.0	7790at7088.fasta
0	0	79	86	19				9088at7088.fasta
2	6	421	441	296	0.3491686460807601	0.6508313539192399	0.2882980756513755	1547at7088.fasta
18	48	668	814	161	0.4569610778443114	0.5430389221556886	0.005011770034825816	159at7088.fasta
0	1	25	97	0	0.0	1.0		10936at7088.fasta
1	1	350	338	57	0.9657142857142857	0.03428571428571425	1.0	924at7088.fasta
3	3	358	279	13	0.7793296089385475	0.22067039106145248	1.0	1911at7088.fasta
2	1	66	312	319	9.454545454545455	-8.454545454545455	0.08344532200798882	1469at7088.fasta
2	1	109	103	26	1.889908256880734	-0.8899082568807339	1.0	9240at7088.fasta
0	3	176	134	124	0.0	1.0		6627at7088.fasta
1	0	221	105	54				10149at7088.fasta
1	3	238	451	48	0.6316526610644257	0.36834733893557425	1.0	1222at7088.fasta
0	0	96	136	10				6284at7088.fasta
33	11	466	298	96	1.9184549356223175	-0.9184549356223175	0.07852679880426439	2928at7088.fasta
0	0	168	333	2				2304at7088.fasta
36	26	1316	1271	468	1.3372691138648585	-0.33726911386485847	0.3041327374792886	49at7088.fasta
8	18	304	483	118	0.706140350877193	0.29385964912280704	0.539704801462634	2183at7088.fasta
0	0	109	60	114				12938at7088.fasta
2	7	47	133	39	0.8085106382978723	0.19148936170212771	1.0	7980at7088.fasta
4	26	633	961	119	0.2335642240855511	0.7664357759144489	0.0038050725167364016	116at7088.fasta
1	1	100	116	20	1.1600000000000001	-0.16000000000000014	1.0	8633at7088.fasta
1	1	67	82	11	1.2238805970149254	-0.22388059701492535	1.0	9891at7088.fasta
5	2	172	388	124	5.6395348837209305	-4.6395348837209305	0.03331258280017378	1577at7088.fasta
0	1	49	223	3	0.0	1.0		4936at7088.fasta
2	13	292	573	157	0.30189673340358275	0.6981032665964173	0.1641437315785735	553at7088.fasta
0	2	69	168	31	0.0	1.0		6950at7088.fasta
7	13	118	161	31	0.7346805736636244	0.2653194263363756	0.6413098652024862	5213at7088.fasta
1	3	104	191	36	0.6121794871794871	0.3878205128205129	1.0	4185at7088.fasta
0	2	124	167	14	0.0	1.0		7246at7088.fasta
3	4	81	169	28	1.5648148148148149	-0.5648148148148149	0.6861362275057816	8403at7088.fasta
0	0	38	62	2				12603at7088.fasta
2	4	160	371	98	1.159375	-0.15937500000000004	1.0	3473at7088.fasta
0	2	152	107	7	0.0	1.0		7675at7088.fasta
2	3	55	216	219	2.6181818181818177	-1.6181818181818177	0.2754636014945534	3307at7088.fasta
0	0	48	176	1				6267at7088.fasta
2	5	91	219	88	0.9626373626373628	0.03736263736263723	1.0	4008at7088.fasta
1	0	22	251	2				3023at7088.fasta
4	8	305	379	8	0.621311475409836	0.378688524590164	0.5629527504325168	1959at7088.fasta
0	0	64	127	21				10208at7088.fasta
0	0	49	51	5				14709at7088.fasta
0	1	110	58	46	0.0	1.0		9336at7088.fasta
0	0	46	160	29				6501at7088.fasta
0	1	37	169	47	0.0	1.0		8071at7088.fasta
0	0	18	82	3				11483at7088.fasta
5	7	74	226	33	2.1814671814671813	-1.1814671814671813	0.18806628054924676	3345at7088.fasta
1	3	83	194	53	0.7791164658634538	0.22088353413654616	1.0	5260at7088.fasta
1	3	103	274	69	0.8867313915857605	0.11326860841423947	1.0	5341at7088.fasta
0	1	111	118	16	0.0	1.0		9470at7088.fasta
0	0	114	152	26				5795at7088.fasta
2	0	87	70	7				13220at7088.fasta
0	0	43	145	16				8572at7088.fasta
0	0	26	63	30				14147at7088.fasta
0	0	71	141	37				8914at7088.fasta
1	2	27	101	0	1.8703703703703702	-0.8703703703703702	0.5169919021152821	10792at7088.fasta
1	10	92	196	21	0.21304347826086956	0.7869565217391304	0.18215427384556193	5369at7088.fasta
1	2	158	343	49	1.0854430379746836	-0.08544303797468356	1.0	2740at7088.fasta
3	0	335	158	51				7614at7088.fasta
0	0	77	201	43				7473at7088.fasta
0	1	163	527	82	0.0	1.0		962at7088.fasta
0	0	38	96	64				9025at7088.fasta
1	18	320	542	92	0.09409722222222222	0.9059027777777777	0.002947621328846274	599at7088.fasta
23	15	155	402	138	3.9767741935483873	-2.9767741935483873	6.550884851800214e-05	1459at7088.fasta
0	0	111	53	23				11666at7088.fasta
0	0	45	108	3				12471at7088.fasta
2	1	69	74	8	2.144927536231884	-1.1449275362318838	0.6122165800661314	11922at7088.fasta
0	1	45	65	8	0.0	1.0		15738at7088.fasta
2	1	248	65	442	0.5241935483870968	0.47580645161290325	0.5060718796911653	6083at7088.fasta
0	18	103	520	46	0.0	1.0		1124at7088.fasta
0	1	69	69	17	0.0	1.0		11054at7088.fasta
0	0	114	464	53				998at7088.fasta
0	0	80	43	4				13670at7088.fasta
0	1	113	610	183	0.0	1.0		302at7088.fasta
0	0	71	55	8				13059at7088.fasta
203	115	127	141	187	1.959808284833961	-0.9598082848339611	8.246560209079488e-05	4860at7088.fasta
0	1	100	111	103	0.0	1.0		9243at7088.fasta
1	13	29	207	5	0.5490716180371352	0.4509283819628648	1.0	5193at7088.fasta
0	2	46	160	59	0.0	1.0		9943at7088.fasta
0	1	24	79	1	0.0	1.0		14465at7088.fasta
28	36	229	612	325	2.078602620087336	-1.0786026200873362	0.006224300810737047	246at7088.fasta
0	0	41	57	13				15118at7088.fasta
0	9	112	362	5	0.0	1.0		1665at7088.fasta
1	8	46	137	0	0.3722826086956522	0.6277173913043478	0.45775183785064133	8908at7088.fasta
3	0	177	135	153				6959at7088.fasta
1	0	39	144	36				9276at7088.fasta
0	0	128	279	20				3284at7088.fasta
0	0	137	228	266				3460at7088.fasta
3	6	122	159	16	0.6516393442622951	0.3483606557377049	0.7365559037903522	5806at7088.fasta
0	0	29	84	140				10939at7088.fasta
0	1	64	121	3	0.0	1.0		8467at7088.fasta
0	2	85	204	65	0.0	1.0		5694at7088.fasta
0	0	107	179	6				7206at7088.fasta
0	0	125	213	37				7768at7088.fasta
0	0	40	57	9				13651at7088.fasta
0	0	38	80	23				11349at7088.fasta
3	5	280	387	29	0.8292857142857142	0.17071428571428582	1.0	1000at7088.fasta
102	21	1440	652	2385	2.199206349206349	-1.199206349206349	0.0007983222112185621	986at7088.fasta
0	0	59	74	17				13568at7088.fasta
0	1	77	238	57	0.0	1.0		6249at7088.fasta
0	0	69	37	5				13952at7088.fasta
2	3	66	457	0	4.616161616161616	-3.616161616161616	0.12633610038391496	1021at7088.fasta
0	0	22	68	77				11292at7088.fasta
1	3	83	172	106	0.6907630522088353	0.30923694779116473	1.0	7301at7088.fasta
11	31	82	1108	111	4.794649881982691	-3.794649881982691	0.00015199379154711996	66at7088.fasta
0	12	186	192	395	0.0	1.0		4440at7088.fasta
3	8	377	411	138	0.4088196286472149	0.5911803713527851	0.22950136091880646	3012at7088.fasta
0	9	116	444	102	0.0	1.0		1479at7088.fasta
1	1	183	196	205	1.0710382513661203	-0.0710382513661203	1.0	2222at7088.fasta
0	0	59	203	19				4416at7088.fasta
0	0	338	347	94				2177at7088.fasta
1	0	291	420	78				1550at7088.fasta
1	2	32	158	0	2.46875	-1.46875	0.43208637387081905	7254at7088.fasta
0	0	44	102	18				10628at7088.fasta
0	0	109	75	267				7045at7088.fasta
0	2	67	158	6	0.0	1.0		10240at7088.fasta
0	1	77	81	15	0.0	1.0		12413at7088.fasta
1	0	108	225	10				4317at7088.fasta
0	0	168	96	19				9543at7088.fasta
0	1	146	277	60	0.0	1.0		2816at7088.fasta
0	0	41	56	127				11178at7088.fasta
0	1	54	83	26	0.0	1.0		11592at7088.fasta
0	0	69	206	17				4782at7088.fasta
0	4	105	158	31	0.0	1.0		6366at7088.fasta
1	1	256	219	66	0.85546875	0.14453125	1.0	3489at7088.fasta
0	1	74	89	6	0.0	1.0		9693at7088.fasta
0	2	96	302	73	0.0	1.0		1826at7088.fasta
0	0	9	75	7				15205at7088.fasta
0	0	5	103	29				10502at7088.fasta
1	1	149	147	36	0.9865771812080537	0.01342281879194629	1.0	5863at7088.fasta
10	14	350	420	160	0.8571428571428571	0.1428571428571429	0.835967931038516	1819at7088.fasta
0	0	153	245	3				2190at7088.fasta
0	2	146	101	13	0.0	1.0		9056at7088.fasta
1	0	74	115	121				9878at7088.fasta
