Pn	Ps	Dn	Ds	skipped_codons	NI	alpha	pvalue	file
0	0	161	237	3				3709at7088.fasta
0	3	96	156	81	0.0	1.0		9052at7088.fasta
8	0	59	219	57				5571at7088.fasta
0	1	54	92	3	0.0	1.0		11910at7088.fasta
0	1	59	175	23	0.0	1.0		8976at7088.fasta
0	0	18	35	59				15080at7088.fasta
0	4	66	106	3	0.0	1.0		8812at7088.fasta
4	5	110	227	195	1.650909090909091	-0.6509090909090911	0.48404438422613416	5410at7088.fasta
25	13	243	252	42	1.9943019943019944	-0.9943019943019944	0.06300962671480824	2910at7088.fasta
0	0	15	160	0				8427at7088.fasta
2	15	111	238	1	0.28588588588588587	0.7141141141141141	0.10669748202600673	2744at7088.fasta
1	3	27	80	0	0.9876543209876542	0.012345679012345845	1.0	11516at7088.fasta
0	3	81	117	22	0.0	1.0		8040at7088.fasta
1	0	62	86	103				10001at7088.fasta
0	0	106	99	21				9836at7088.fasta
2	3	44	155	2	2.348484848484848	-1.3484848484848482	0.31507876296567144	8881at7088.fasta
0	0	39	63	9				13199at7088.fasta
1	1	40	39	5	0.9750000000000001	0.02499999999999991	1.0	14641at7088.fasta
3	1	270	261	38	2.9	-1.9	0.6239109233142326	2191at7088.fasta
5	4	235	166	39	0.8829787234042553	0.11702127659574468	1.0	11582at7088.fasta
0	3	30	172	65	0.0	1.0		8732at7088.fasta
0	0	58	176	11				5570at7088.fasta
2	7	199	289	10	0.4149318018664752	0.5850681981335248	0.3235539281896271	3666at7088.fasta
1	0	92	132	45				11416at7088.fasta
0	0	38	78	4				14028at7088.fasta
0	2	70	250	10	0.0	1.0		5046at7088.fasta
0	1	126	151	158	0.0	1.0		7972at7088.fasta
2	13	133	303	104	0.3504916136495084	0.6495083863504916	0.2498040650854034	4434at7088.fasta
2	5	51	175	5	1.3725490196078431	-0.37254901960784315	0.6592282986778121	6938at7088.fasta
0	0	16	191	1				4190at7088.fasta
0	0	91	291	48				4238at7088.fasta
4	21	209	579	67	0.5276828434723172	0.4723171565276828	0.35456034417171745	609at7088.fasta
3	1	975	715	116	2.2	-1.2000000000000002	0.6423243273270898	316at7088.fasta
3	8	151	380	389	0.9437086092715231	0.05629139072847689	1.0	2097at7088.fasta
0	1	18	47	28	0.0	1.0		15247at7088.fasta
28	6	104	143	84	6.416666666666667	-5.416666666666667	1.210664355993434e-05	5639at7088.fasta
1	10	157	647	59	0.4121019108280255	0.5878980891719745	0.7009053089865441	866at7088.fasta
0	1	40	102	24	0.0	1.0		11342at7088.fasta
0	0	58	82	2				9780at7088.fasta
2	0	45	128	8				8860at7088.fasta
0	0	45	27	19				15107at7088.fasta
4	2	47	89	21	3.787234042553192	-2.787234042553192	0.18782925675491735	11403at7088.fasta
0	0	118	332	33				1927at7088.fasta
0	0	22	73	3				12354at7088.fasta
0	0	242	399	32				1441at7088.fasta
2	6	124	294	2	0.7903225806451613	0.20967741935483875	1.0	2295at7088.fasta
5	16	115	201	18	0.5461956521739131	0.4538043478260869	0.3469624840962239	3966at7088.fasta
0	0	14	103	208				9866at7088.fasta
3	3	148	382	3	2.581081081081081	-1.5810810810810811	0.35744413385296414	2138at7088.fasta
1	0	21	328	16				1114at7088.fasta
2	10	151	365	14	0.48344370860927155	0.5165562913907285	0.523022039043357	2124at7088.fasta
1	1	44	106	2	2.409090909090909	-1.4090909090909092	0.5058382711746253	10940at7088.fasta
3	5	103	117	15	0.6815533980582524	0.31844660194174756	0.7272357894735372	9301at7088.fasta
10	12	353	323	16	0.7625118035882908	0.23748819641170915	0.6655804786850346	1845at7088.fasta
0	0	68	171	1				5713at7088.fasta
4	19	41	278	25	1.4274711168164314	-0.42747111681643135	0.522816414421581	2194at7088.fasta
4	3	50	171	0	4.56	-3.5599999999999996	0.056154454877784574	5693at7088.fasta
0	0	76	229	152				2182at7088.fasta
0	5	21	163	84	0.0	1.0		8578at7088.fasta
4	21	120	610	31	0.9682539682539683	0.031746031746031744	1.0	401at7088.fasta
0	1	68	107	24	0.0	1.0		6703at7088.fasta
2	0	34	102	5				10582at7088.fasta
0	0	64	245	0				3122at7088.fasta
1	1	81	68	5	0.8395061728395062	0.16049382716049376	1.0	11237at7088.fasta
0	7	13	304	0	0.0	1.0		3065at7088.fasta
0	0	82	93	4				13255at7088.fasta
1	0	182	97	65				8385at7088.fasta
11	8	83	326	2	5.400602409638555	-4.400602409638555	0.0005343678499219117	2995at7088.fasta
0	1	152	167	15	0.0	1.0		3749at7088.fasta
0	1	24	91	2	0.0	1.0		12173at7088.fasta
1	2	160	271	99	0.846875	0.15312499999999996	1.0	2802at7088.fasta
0	0	56	135	3				8050at7088.fasta
0	2	39	111	12	0.0	1.0		9144at7088.fasta
0	1	13	97	336	0.0	1.0		3254at7088.fasta
1	8	73	236	18	0.4041095890410959	0.595890410958904	0.6905168506073927	4013at7088.fasta
5	0	548	494	377				3137at7088.fasta
0	3	22	123	0	0.0	1.0		9188at7088.fasta
0	0	151	159	62				4956at7088.fasta
7	5	43	220	23	7.162790697674418	-6.162790697674418	0.001697702729057266	4500at7088.fasta
1	0	641	266	238				3551at7088.fasta
0	0	62	224	105				6602at7088.fasta
0	0	45	118	7				11225at7088.fasta
1	14	73	305	80	0.2984344422700587	0.7015655577299413	0.3216686935764278	2136at7088.fasta
0	0	86	296	6				3925at7088.fasta
1	9	180	212	26	0.13086419753086417	0.8691358024691358	0.0260182072504885	5541at7088.fasta
0	1	29	237	14	0.0	1.0		3326at7088.fasta
0	3	231	501	213	0.0	1.0		849at7088.fasta
1	5	133	229	128	0.3443609022556391	0.6556390977443609	0.4226940554457817	4923at7088.fasta
6	6	329	558	81	1.696048632218845	-0.696048632218845	0.3790783971596546	445at7088.fasta
0	3	44	171	59	0.0	1.0		4685at7088.fasta
0	0	149	205	44				4400at7088.fasta
0	1	22	316	44	0.0	1.0		993at7088.fasta
1	9	183	316	24	0.19186399514268365	0.8081360048573163	0.10297876460429396	1568at7088.fasta
4	4	941	719	314	0.7640807651434643	0.23591923485653565	0.7332602718398149	251at7088.fasta
0	0	5	72	28				11397at7088.fasta
0	0	28	202	50				5078at7088.fasta
0	0	25	118	8				8180at7088.fasta
0	0	162	291	89				5464at7088.fasta
0	0	67	128	44				5199at7088.fasta
0	0	38	103	26				12861at7088.fasta
1	5	15	236	0	3.146666666666667	-2.146666666666667	0.3226775921294315	3821at7088.fasta
0	0	129	382	101				2248at7088.fasta
7	16	112	182	12	0.7109375	0.2890625	0.5116645016986998	10225at7088.fasta
2	8	135	363	21	0.6722222222222223	0.3277777777777777	1.0	2174at7088.fasta
0	0	33	177	14				7298at7088.fasta
3	21	114	603	14	0.7556390977443609	0.2443609022556391	1.0	589at7088.fasta
0	0	48	99	47				9432at7088.fasta
32	67	690	763	2001	0.5281418991996538	0.4718581008003462	0.003473169332796876	59at7088.fasta
0	0	70	193	8				3864at7088.fasta
0	7	60	434	9	0.0	1.0		1220at7088.fasta
0	2	42	160	7	0.0	1.0		7475at7088.fasta
0	0	69	54	321				11184at7088.fasta
0	0	92	90	7				12017at7088.fasta
0	0	34	105	5				11817at7088.fasta
1	15	142	662	26	0.3107981220657277	0.6892018779342723	0.3307878018515625	929at7088.fasta
20	8	208	319	116	3.8341346153846154	-2.8341346153846154	0.0012294036580174326	3381at7088.fasta
0	0	181	166	20				5952at7088.fasta
0	1	84	218	14	0.0	1.0		4483at7088.fasta
0	12	87	409	23	0.0	1.0		1543at7088.fasta
2	6	171	310	20	0.6042884990253411	0.3957115009746589	0.718220286877792	1922at7088.fasta
0	17	29	414	7	0.0	1.0		1178at7088.fasta
9	15	353	401	100	0.6815864022662889	0.31841359773371114	0.411416902857928	1182at7088.fasta
4	6	149	97	15	0.4340044742729306	0.5659955257270695	0.2074604317506626	11681at7088.fasta
1	14	141	346	48	0.1752786220871327	0.8247213779128673	0.07854003126706756	2211at7088.fasta
0	0	8	57	0				13986at7088.fasta
0	0	24	106	322				7731at7088.fasta
6	0	40	29	72				12184at7088.fasta
0	0	93	198	67				4710at7088.fasta
1	10	90	132	205	0.1466666666666667	0.8533333333333333	0.053981140353023996	8763at7088.fasta
1	2	32	181	28	2.828125	-1.828125	0.3934102489796904	5625at7088.fasta
0	2	30	105	37	0.0	1.0		8789at7088.fasta
19	16	109	248	394	2.7018348623853212	-1.7018348623853212	0.007302634063304486	1670at7088.fasta
2	4	487	368	69	0.37782340862423	0.62217659137577	0.4114821406054956	1113at7088.fasta
31	15	537	575	688	2.212911235257604	-1.2129112352576041	0.015210064991919146	303at7088.fasta
0	0	115	137	14				5056at7088.fasta
1	0	132	134	41				9319at7088.fasta
2	15	289	513	219	0.2366782006920415	0.7633217993079585	0.04122170272608675	1514at7088.fasta
4	1	25	46	164	7.36	-6.36	0.06685048422611507	9874at7088.fasta
9	10	242	287	44	1.0673553719008266	-0.06735537190082663	1.0	2028at7088.fasta
3	12	151	232	117	0.3841059602649007	0.6158940397350994	0.17807008308777128	4108at7088.fasta
1	0	370	382	6				1078at7088.fasta
0	0	189	184	81				8365at7088.fasta
0	0	45	262	9				3253at7088.fasta
14	13	60	217	313	3.8948717948717944	-2.8948717948717944	0.0014711745470095223	5333at7088.fasta
30	7	527	373	3374	3.0333423692057466	-2.0333423692057466	0.005907219603795651	28at7088.fasta
0	0	17	97	10				13961at7088.fasta
1	35	161	780	288	0.13842058562555457	0.8615794143744454	0.020251505712192842	158at7088.fasta
4	4	28	95	5	3.3928571428571432	-2.3928571428571432	0.09925467009272926	10626at7088.fasta
0	0	167	127	38				10812at7088.fasta
0	0	85	175	14				5919at7088.fasta
3	13	88	296	23	0.7762237762237763	0.22377622377622375	1.0	3276at7088.fasta
0	1	38	112	9	0.0	1.0		8487at7088.fasta
0	0	55	141	161				6013at7088.fasta
0	6	58	201	201	0.0	1.0		3273at7088.fasta
0	4	21	245	22	0.0	1.0		4223at7088.fasta
0	2	105	327	10	0.0	1.0		3094at7088.fasta
0	3	18	158	4	0.0	1.0		6226at7088.fasta
24	28	257	310	46	1.0339077265147305	-0.03390772651473051	1.0	4402at7088.fasta
1	3	20	116	93	1.9333333333333331	-0.9333333333333331	0.48199931961761605	10013at7088.fasta
2	6	80	178	3	0.7416666666666667	0.2583333333333333	1.0	6783at7088.fasta
3	3	46	137	18	2.9782608695652177	-1.9782608695652177	0.181222450672166	8183at7088.fasta
24	6	88	239	107	10.863636363636363	-9.863636363636363	1.2957517720115546e-08	3443at7088.fasta
0	0	25	126	63				7642at7088.fasta
14	16	257	713	75	2.4275291828793772	-1.4275291828793772	0.020570738201010054	392at7088.fasta
0	0	49	98	1				8324at7088.fasta
5	10	83	251	103	1.5120481927710845	-0.5120481927710845	0.5426943604044487	4605at7088.fasta
2	0	99	214	27				5301at7088.fasta
2	2	224	321	59	1.4330357142857144	-0.4330357142857144	1.0	2738at7088.fasta
4	8	134	564	22	2.1044776119402986	-1.1044776119402986	0.26216648395551195	1154at7088.fasta
0	0	58	245	111				2279at7088.fasta
3	4	290	218	72	0.5637931034482758	0.4362068965517242	0.4711620974756385	4689at7088.fasta
0	0	21	74	5				11546at7088.fasta
11	34	113	396	665	1.133784487246226	-0.13378448724622594	0.7111344399378811	845at7088.fasta
0	0	36	355	0				1281at7088.fasta
0	0	24	50	5				13447at7088.fasta
0	1	76	109	4	0.0	1.0		9911at7088.fasta
0	0	15	52	7				14070at7088.fasta
1	2	45	67	27	0.7444444444444444	0.25555555555555565	1.0	14032at7088.fasta
0	1	50	91	90	0.0	1.0		12154at7088.fasta
0	1	32	76	0	0.0	1.0		11350at7088.fasta
1	9	44	379	64	0.9570707070707071	0.04292929292929293	1.0	1644at7088.fasta
4	9	153	250	35	0.7262164124909223	0.2737835875090777	0.7739632011173372	2236at7088.fasta
9	20	273	508	551	0.8373626373626373	0.16263736263736273	0.8429581395320204	492at7088.fasta
5	7	91	136	8	1.067503924646782	-0.0675039246467819	1.0	6116at7088.fasta
1	2	86	68	1	0.39534883720930236	0.6046511627906976	0.586113701379779	11930at7088.fasta
0	0	18	105	38				9216at7088.fasta
3	0	56	49	10				12274at7088.fasta
0	1	13	96	15	0.0	1.0		13761at7088.fasta
4	1	1	52	134	208.0	-207.0	5.8051782189713225e-05	11479at7088.fasta
2	10	293	866	112	0.5911262798634812	0.4088737201365188	0.740602131790774	978at7088.fasta
1	7	62	280	54	0.6451612903225806	0.3548387096774194	1.0	3673at7088.fasta
4	2	107	96	78	1.7943925233644862	-0.7943925233644862	0.686664223530662	11018at7088.fasta
0	0	85	281	104				1810at7088.fasta
0	0	29	98	99				10512at7088.fasta
0	1	17	78	4	0.0	1.0		11462at7088.fasta
1	21	102	379	20	0.17693744164332398	0.823062558356676	0.06070165183450105	2455at7088.fasta
5	4	45	152	7	4.222222222222222	-3.2222222222222223	0.039852927277788656	8051at7088.fasta
1	1	58	153	4	2.637931034482759	-1.637931034482759	0.47820887589689076	6294at7088.fasta
1	0	145	135	51				5676at7088.fasta
1	1	108	90	25	0.8333333333333334	0.16666666666666663	1.0	9680at7088.fasta
0	0	98	133	14				5299at7088.fasta
2	7	68	166	24	0.6974789915966386	0.3025210084033614	1.0	6295at7088.fasta
2	2	70	127	43	1.8142857142857143	-0.8142857142857143	0.6187133769253322	15186at7088.fasta
5	2	48	94	2	4.895833333333334	-3.895833333333334	0.09759101038390142	10699at7088.fasta
0	1	60	329	618	0.0	1.0		1449at7088.fasta
5	3	209	609	11	4.85645933014354	-3.85645933014354	0.03104074295997553	380at7088.fasta
1	3	59	238	18	1.3446327683615817	-0.34463276836158174	1.0	5201at7088.fasta
4	5	55	136	8	1.9781818181818183	-0.9781818181818183	0.4539249029097175	8132at7088.fasta
0	0	16	68	84				8735at7088.fasta
0	0	112	486	2				499at7088.fasta
0	0	61	260	20				2966at7088.fasta
0	6	109	358	6	0.0	1.0		1729at7088.fasta
5	14	118	408	171	1.234866828087167	-0.23486682808716708	0.7795634682065171	2130at7088.fasta
0	0	23	37	1				14540at7088.fasta
0	2	30	67	3	0.0	1.0		13991at7088.fasta
7	1	241	424	125	12.315352697095435	-11.315352697095435	0.004778566860515813	865at7088.fasta
1	1	59	121	6	2.0508474576271185	-1.0508474576271185	0.5518790601663529	12090at7088.fasta
0	0	66	96	208				7567at7088.fasta
1	0	81	152	39				8270at7088.fasta
0	0	21	105	26				9630at7088.fasta
0	1	58	102	343	0.0	1.0		9548at7088.fasta
0	0	287	176	81				3045at7088.fasta
1	2	71	71	3	0.5	0.5	1.0	11378at7088.fasta
0	7	78	224	38	0.0	1.0		4849at7088.fasta
1	12	70	749	48	0.8916666666666666	0.10833333333333339	1.0	583at7088.fasta
0	0	74	338	2				1200at7088.fasta
2	10	27	135	7	1.0	0.0	1.0	7932at7088.fasta
8	17	136	122	33	0.4221453287197232	0.5778546712802768	0.059325901619378923	6178at7088.fasta
3	7	97	117	44	0.5169366715758468	0.4830633284241532	0.5179200492435362	6573at7088.fasta
3	8	54	172	4	1.1944444444444444	-0.19444444444444442	0.7285468318376732	5690at7088.fasta
3	2	69	211	200	4.586956521739131	-3.586956521739131	0.1044345330083253	3912at7088.fasta
0	2	5	59	22	0.0	1.0		14011at7088.fasta
3	7	40	135	0	1.4464285714285714	-0.4464285714285714	0.7002005673908274	9519at7088.fasta
1	1	42	108	12	2.571428571428571	-1.5714285714285712	0.48710352039037996	9515at7088.fasta
24	54	2594	5005	3834	0.8575344812815899	0.14246551871841007	0.6312621342647524	2at7088.fasta
1	2	97	193	25	0.9948453608247423	0.005154639175257714	1.0	6247at7088.fasta
0	1	66	194	31	0.0	1.0		3998at7088.fasta
3	7	99	99	178	0.42857142857142855	0.5714285714285714	0.3325770788252592	5293at7088.fasta
1	0	60	107	0				8259at7088.fasta
1	1	49	321	7	6.551020408163266	-5.551020408163266	0.2510651247717589	2603at7088.fasta
2	3	210	495	6	1.5714285714285714	-0.5714285714285714	0.6379100126216051	614at7088.fasta
0	2	40	71	0	0.0	1.0		12895at7088.fasta
5	10	62	226	322	1.8225806451612905	-0.8225806451612905	0.3357297425174224	3287at7088.fasta
3	13	126	656	161	1.2014652014652014	-0.20146520146520142	0.7326015483633164	353at7088.fasta
0	0	6	50	8				14247at7088.fasta
2	8	56	134	44	0.5982142857142857	0.4017857142857143	0.7268116525285437	8171at7088.fasta
17	7	126	145	63	2.7947845804988662	-1.7947845804988662	0.031559851956232635	7435at7088.fasta
1	1	105	172	12	1.6380952380952383	-0.6380952380952383	1.0	5776at7088.fasta
3	6	234	256	111	0.5470085470085471	0.45299145299145294	0.5088463215748538	3508at7088.fasta
0	0	52	89	3				10243at7088.fasta
6	5	66	136	4	2.4727272727272727	-1.4727272727272727	0.18886569062204622	11390at7088.fasta
10	9	177	460	1006	2.8876333961079723	-1.8876333961079723	0.03487073522557067	122at7088.fasta
1	7	145	314	48	0.30935960591133005	0.69064039408867	0.4447450362889539	2335at7088.fasta
3	5	467	361	130	0.46381156316916483	0.5361884368308352	0.30773925364791244	2032at7088.fasta
1	0	34	56	0				14514at7088.fasta
1	6	34	142	46	0.696078431372549	0.303921568627451	1.0	8738at7088.fasta
3	5	72	141	33	1.175	-0.17500000000000004	1.0	8103at7088.fasta
2	2	29	44	2	1.517241379310345	-0.517241379310345	1.0	14332at7088.fasta
0	0	3	61	0				14949at7088.fasta
5	12	112	128	14	0.4761904761904762	0.5238095238095237	0.21115265601553318	8703at7088.fasta
1	1	51	146	32	2.8627450980392157	-1.8627450980392157	0.455306837216385	7790at7088.fasta
0	0	52	99	3				9088at7088.fasta
2	6	343	466	181	0.4528668610301263	0.5471331389698737	0.4784304791341878	1547at7088.fasta
18	47	401	892	138	0.851912771263331	0.14808722873666902	0.6799652821309947	159at7088.fasta
0	1	22	81	0	0.0	1.0		10936at7088.fasta
1	1	152	424	58	2.7894736842105265	-1.7894736842105265	0.45967988581914565	924at7088.fasta
3	3	199	305	7	1.5326633165829147	-0.5326633165829147	0.6854081127877258	1911at7088.fasta
2	1	33	262	401	15.87878787878788	-14.87878787878788	0.037338283982579296	1469at7088.fasta
2	1	97	79	26	1.628865979381443	-0.6288659793814431	1.0	9240at7088.fasta
0	3	87	151	8	0.0	1.0		6627at7088.fasta
1	0	147	133	64				10149at7088.fasta
1	3	89	501	8	1.8764044943820224	-0.8764044943820224	0.4826438232033116	1222at7088.fasta
0	0	70	148	4				6284at7088.fasta
36	11	370	345	77	3.0515970515970516	-2.0515970515970516	0.0008307188761209506	2928at7088.fasta
0	0	119	317	0				2304at7088.fasta
40	27	772	1462	438	2.805603530992132	-1.805603530992132	4.215373310274313e-05	49at7088.fasta
6	20	233	414	223	0.5330472103004292	0.46695278969957077	0.21299377740981995	2183at7088.fasta
0	0	43	60	55				12938at7088.fasta
2	7	24	119	39	1.4166666666666665	-0.4166666666666665	0.6517138876729216	7980at7088.fasta
5	26	415	891	73	0.4128822984244671	0.5871177015755329	0.07723003864829542	116at7088.fasta
1	1	70	106	8	1.5142857142857145	-0.5142857142857145	1.0	8633at7088.fasta
1	0	44	85	10				9891at7088.fasta
5	2	106	378	168	8.915094339622643	-7.915094339622643	0.007741920606978166	1577at7088.fasta
0	1	39	164	72	0.0	1.0		4936at7088.fasta
2	15	178	633	128	0.4741573033707865	0.5258426966292136	0.5505505355265407	553at7088.fasta
0	2	58	170	18	0.0	1.0		6950at7088.fasta
8	13	62	190	27	1.8858560794044665	-0.8858560794044665	0.19516981326366994	5213at7088.fasta
1	3	76	166	20	0.7280701754385965	0.27192982456140347	1.0	4185at7088.fasta
0	2	74	178	1	0.0	1.0		7246at7088.fasta
3	4	55	173	12	2.359090909090909	-1.359090909090909	0.3681171561774625	8403at7088.fasta
0	0	15	62	0				12603at7088.fasta
3	5	119	314	82	1.5831932773109243	-0.5831932773109243	0.6904500254324056	3473at7088.fasta
0	2	106	139	1	0.0	1.0		7675at7088.fasta
2	3	39	203	154	3.47008547008547	-2.47008547008547	0.19360569624206855	3307at7088.fasta
0	0	36	169	2				6267at7088.fasta
2	5	59	192	21	1.3016949152542372	-0.3016949152542372	0.6702708842430803	4008at7088.fasta
1	0	30	218	3				3023at7088.fasta
3	8	220	375	8	0.6392045454545454	0.3607954545454546	0.7540330586654062	1959at7088.fasta
0	0	42	82	6				10208at7088.fasta
0	0	25	54	1				14709at7088.fasta
0	1	94	53	38	0.0	1.0		9336at7088.fasta
0	0	36	180	10				6501at7088.fasta
0	1	17	172	35	0.0	1.0		8071at7088.fasta
0	0	5	75	1				11483at7088.fasta
5	7	52	202	36	2.7747252747252746	-1.7747252747252746	0.1398071792757232	3345at7088.fasta
1	3	60	199	26	1.1055555555555556	-0.10555555555555562	1.0	5260at7088.fasta
1	3	67	256	58	1.2736318407960199	-0.2736318407960199	1.0	5341at7088.fasta
0	1	69	128	8	0.0	1.0		9470at7088.fasta
0	0	79	160	9				5795at7088.fasta
2	0	66	88	6				13220at7088.fasta
0	0	37	122	14				8572at7088.fasta
0	0	12	57	29				14147at7088.fasta
0	0	33	136	11				8914at7088.fasta
1	2	18	104	0	2.888888888888889	-1.8888888888888888	0.3928560188827695	10792at7088.fasta
1	10	54	176	8	0.32592592592592595	0.674074074074074	0.46423415095539083	5369at7088.fasta
1	2	88	352	46	2.0	-1.0	0.49060339537794617	2740at7088.fasta
3	0	251	162	58				7614at7088.fasta
0	0	60	193	12				7473at7088.fasta
0	1	80	528	31	0.0	1.0		962at7088.fasta
0	0	24	80	64				9025at7088.fasta
1	18	232	577	34	0.1381704980842912	0.8618295019157088	0.0206922374920446	599at7088.fasta
22	15	98	396	73	5.926530612244897	-4.926530612244897	5.265821010258475e-07	1459at7088.fasta
0	0	78	59	16				11666at7088.fasta
0	0	28	101	19				12471at7088.fasta
2	1	39	69	1	3.5384615384615388	-2.5384615384615388	0.5536144985686272	11922at7088.fasta
0	1	19	73	3	0.0	1.0		15738at7088.fasta
1	1	45	114	824	2.533333333333333	-1.5333333333333332	0.4910714285714286	6083at7088.fasta
0	18	91	510	13	0.0	1.0		1124at7088.fasta
0	1	42	64	2	0.0	1.0		11054at7088.fasta
0	0	53	425	59				998at7088.fasta
0	0	54	50	3				13670at7088.fasta
0	1	60	622	84	0.0	1.0		302at7088.fasta
0	0	63	50	2				13059at7088.fasta
211	118	49	183	131	6.678139052231061	-5.678139052231061	1.3603731539169731e-24	4860at7088.fasta
0	1	100	111	51	0.0	1.0		9243at7088.fasta
1	13	19	198	1	0.8016194331983807	0.1983805668016193	1.0	5193at7088.fasta
0	2	23	140	21	0.0	1.0		9943at7088.fasta
0	1	20	65	1	0.0	1.0		14465at7088.fasta
28	37	191	543	346	2.151407952455073	-1.1514079524550729	0.005367204300735658	246at7088.fasta
0	0	16	53	15				15118at7088.fasta
0	9	84	321	21	0.0	1.0		1665at7088.fasta
1	8	30	125	1	0.5208333333333334	0.47916666666666663	1.0	8908at7088.fasta
4	1	113	122	205	4.31858407079646	-3.31858407079646	0.20359846919703786	6959at7088.fasta
1	0	32	122	37				9276at7088.fasta
0	0	85	257	6				3284at7088.fasta
0	0	89	227	282				3460at7088.fasta
3	6	70	161	4	1.1500000000000001	-0.15000000000000013	1.0	5806at7088.fasta
0	0	11	75	135				10939at7088.fasta
0	1	62	120	0	0.0	1.0		8467at7088.fasta
0	2	43	208	37	0.0	1.0		5694at7088.fasta
0	0	83	164	4				7206at7088.fasta
0	0	74	201	25				7768at7088.fasta
0	0	31	57	14				13651at7088.fasta
0	0	6	85	18				11349at7088.fasta
3	5	257	395	29	0.9221789883268482	0.07782101167315181	1.0	1000at7088.fasta
87	19	1232	562	1824	2.0887730690362267	-1.0887730690362267	0.0032356442275532117	986at7088.fasta
0	0	29	85	29				13568at7088.fasta
1	1	33	224	20	6.787878787878788	-5.787878787878788	0.24575738529226904	6249at7088.fasta
0	0	47	50	10				13952at7088.fasta
2	3	46	461	0	6.6811594202898545	-5.6811594202898545	0.0716806977317421	1021at7088.fasta
0	0	19	59	75				11292at7088.fasta
1	3	52	185	56	1.1858974358974357	-0.18589743589743568	1.0	7301at7088.fasta
11	32	86	1145	145	4.576671511627906	-3.5766715116279064	0.0002098675164898925	66at7088.fasta
0	14	198	161	79	0.0	1.0		4440at7088.fasta
5	7	306	442	96	1.0317460317460319	-0.031746031746031855	1.0	3012at7088.fasta
0	9	71	455	59	0.0	1.0		1479at7088.fasta
1	1	180	211	156	1.1722222222222223	-0.17222222222222228	1.0	2222at7088.fasta
0	0	28	246	21				4416at7088.fasta
0	0	181	403	128				2177at7088.fasta
1	0	194	423	26				1550at7088.fasta
1	2	19	137	0	3.6052631578947367	-2.6052631578947367	0.3337141501067149	7254at7088.fasta
0	0	32	97	14				10628at7088.fasta
0	0	73	91	251				7045at7088.fasta
0	2	54	167	34	0.0	1.0		10240at7088.fasta
0	2	52	90	13	0.0	1.0		12413at7088.fasta
1	0	72	249	4				4317at7088.fasta
0	0	134	105	71				9543at7088.fasta
0	1	90	249	11	0.0	1.0		2816at7088.fasta
0	0	38	50	119				11178at7088.fasta
0	1	15	98	0	0.0	1.0		11592at7088.fasta
0	0	26	204	8				4782at7088.fasta
1	3	90	159	8	0.5888888888888889	0.4111111111111111	1.0	6366at7088.fasta
1	1	187	224	42	1.1978609625668448	-0.19786096256684482	1.0	3489at7088.fasta
0	1	56	90	3	0.0	1.0		9693at7088.fasta
0	2	113	293	6	0.0	1.0		1826at7088.fasta
0	0	6	63	1				15205at7088.fasta
0	0	5	70	31				10502at7088.fasta
1	1	89	177	28	1.9887640449438202	-0.9887640449438202	1.0	5863at7088.fasta
11	15	222	521	51	1.7210210210210208	-0.7210210210210208	0.19424272218387326	1819at7088.fasta
0	0	85	294	0				2190at7088.fasta
